account_id,linked_phone,linked_device_id,kyc_address_hash,account_age_days,bank_name,bank_ifsc,account_status
ACC0046737,+917392159397,DEV044983,ADDR4217484972,784,Yes Bank,YES 0836731,active
ACC0046738,+918765893302,DEV044984,ADDR4332142306,3312,ICICI,ICIC0425092,active
ACC0046739,+919271693423,DEV044985,ADDR3943789374,233,Kotak,KOTA0362534,active
ACC0046740,+918815605164,DEV044986,ADDR9418540837,185,HDFC,HDFC0464932,frozen
ACC0046741,+918644776134,DEV044987,ADDR1602122151,141,Kotak,KOTA0925434,active
ACC0046742,+919747608369,DEV044988,ADDR1798079173,420,Kotak,KOTA0237504,active
ACC0046743,+919627828174,DEV044989,ADDR3714675470,924,SBI,SBI0714197,active
ACC0046744,+919255563930,DEV044990,ADDR1622735936,1805,SBI,SBI0279852,active
ACC0046745,+919600216277,DEV044991,ADDR6279214439,1031,ICICI,ICIC0488640,active
ACC0046746,+917111999111,DEV044992,ADDR952812148,1673,ICICI,ICIC0639669,active
ACC0046747,+919427769613,DEV044993,ADDR1221331832,1651,Axis,AXIS0295438,active
ACC0046748,+918325672257,DEV044994,ADDR9073382067,1616,SBI,SBI0374801,active
ACC0046749,+919574362730,DEV044995,ADDR1347627095,245,PNB,PNB0708529,active
ACC0046750,+918493889060,DEV044996,ADDR4742235691,1974,SBI,SBI0212775,active
ACC0046751,+917328106098,DEV044997,ADDR5755722673,1114,SBI,SBI0400945,active
ACC0046752,+918855792151,DEV044998,ADDR5352431773,1978,PNB,PNB0672916,active
ACC0046753,+919189886565,DEV044999,ADDR8653975168,249,SBI,SBI0106979,reported
ACC0046754,+917219442226,DEV045000,ADDR505924922,3181,Axis,AXIS0685558,active
ACC0046755,+918284797680,DEV045001,ADDR1064536647,2644,SBI,SBI0569904,active
ACC0046756,+917096088057,DEV045002,ADDR268325088,1282,PNB,PNB0371472,active
ACC0046757,+918477409707,DEV045003,ADDR4812869465,1331,PNB,PNB0442204,active
ACC0046758,+917167963175,DEV045004,ADDR7839939257,1174,IndusInd,INDU0699589,active
ACC0046759,+919633696018,DEV045005,ADDR4534715799,3618,HDFC,HDFC0281301,active
ACC0046760,+917720925033,DEV045006,ADDR9644618885,2570,SBI,SBI0201413,reported
ACC0046761,+917686997359,DEV045007,ADDR8737511456,1695,PNB,PNB0782437,active
ACC0046762,+919103598496,DEV045008,ADDR8122235577,2377,SBI,SBI0631308,reported
ACC0046763,+918939513627,DEV045009,ADDR631618912,263,Kotak,KOTA0700923,reported
ACC0046764,+917723957128,DEV045010,ADDR20883648,3034,PNB,PNB0312276,active
ACC0046765,+919295361181,DEV045011,ADDR5976347326,2186,Axis,AXIS0202514,active
ACC0046766,+918682286113,DEV045012,ADDR550590364,1149,Kotak,KOTA0912382,frozen
ACC0046767,+918870942080,DEV045013,ADDR9099967366,2539,Axis,AXIS0846790,active
ACC0046768,+918072127935,DEV045014,ADDR8734686145,53,SBI,SBI0141662,active
ACC0046769,+918227227239,DEV045015,ADDR9152496322,1804,HDFC,HDFC0463401,active
ACC0046770,+918514295622,DEV045016,ADDR1743000591,3447,IndusInd,INDU0646579,active
ACC0046771,+919744670778,DEV045017,ADDR3796425759,2779,IndusInd,INDU0603847,active
ACC0046772,+917988112564,DEV045018,ADDR7364861380,190,SBI,SBI0507734,reported
ACC0046773,+917134394939,DEV045019,ADDR1359131035,2165,HDFC,HDFC0903357,active
ACC0046774,+917039793391,DEV045020,ADDR5372612312,2491,PNB,PNB0645839,active
ACC0046775,+918179315439,DEV045021,ADDR8331496699,1935,Axis,AXIS0519220,active
ACC0046776,+919117514901,DEV045022,ADDR1909884439,1195,Yes Bank,YES 0946794,active
ACC0046777,+917196591015,DEV045023,ADDR9306201759,2487,Kotak,KOTA0730600,active
ACC0046778,+919933920344,DEV023240,ADDR3805839055,1563,Yes Bank,YES 0864813,reported
ACC0046779,+917944454464,DEV045024,ADDR8063723953,3464,IndusInd,INDU0369467,active
ACC0046780,+917528398310,DEV045025,ADDR899427562,3063,IndusInd,INDU0941868,frozen
ACC0046781,+919450486538,DEV045026,ADDR8534505413,3322,HDFC,HDFC0498376,active
ACC0046782,+918213200516,DEV045027,ADDR9976174618,1548,Yes Bank,YES 0168701,reported
ACC0046783,+919975866426,DEV045028,ADDR9608936935,2482,Yes Bank,YES 0676489,active
ACC0046784,+917457154752,DEV045029,ADDR629388063,552,PNB,PNB0393178,reported
ACC0046785,+918634014306,DEV045030,ADDR1933101148,2753,PNB,PNB0986683,active
ACC0046786,+918297355672,DEV045031,ADDR329007913,2761,Yes Bank,YES 0186786,active
ACC0046787,+918168954023,DEV045032,ADDR4944674897,2837,Yes Bank,YES 0502833,active
ACC0046788,+918116410997,DEV045033,ADDR3736599773,103,Yes Bank,YES 0437957,active
ACC0046789,+917837861168,DEV045034,ADDR7470416244,1680,PNB,PNB0868832,active
ACC0046790,+917977035475,DEV045035,ADDR6953891371,1024,Axis,AXIS0622325,active
ACC0046791,+918404002384,DEV041621,ADDR8776732143,3342,ICICI,ICIC0165575,frozen
ACC0046792,+919359682561,DEV045036,ADDR406287911,1977,IndusInd,INDU0372734,active
ACC0046793,+918281773092,DEV045037,ADDR3809078902,2243,IndusInd,INDU0208755,active
ACC0046794,+917799712822,DEV045038,ADDR6299892209,1614,Yes Bank,YES 0794062,active
ACC0046795,+918292150214,DEV045039,ADDR9257185667,442,HDFC,HDFC0623208,active
ACC0046796,+918850470923,DEV045040,ADDR5675344057,2275,HDFC,HDFC0678456,active
ACC0046797,+918890171754,DEV045041,ADDR5304538699,2241,IndusInd,INDU0808452,active
ACC0046798,+917249266649,DEV045042,ADDR6199457505,1410,Kotak,KOTA0574556,active
ACC0046799,+919363174354,DEV045043,ADDR7691936298,2308,ICICI,ICIC0899992,active
ACC0046800,+918182168846,DEV045044,ADDR4992794037,1443,SBI,SBI0427365,frozen
ACC0046801,+918345767590,DEV045045,ADDR5566598684,2419,Axis,AXIS0908562,active
ACC0046802,+917050818273,DEV045046,ADDR8337606749,1292,IndusInd,INDU0803262,active
ACC0046803,+918179662202,DEV045047,ADDR9241081318,2829,Yes Bank,YES 0851615,active
ACC0046804,+918016474560,DEV045048,ADDR7946769410,3241,Yes Bank,YES 0224125,reported
ACC0046805,+919097035562,DEV045049,ADDR8000577168,1783,HDFC,HDFC0131362,reported
ACC0046806,+917850147641,DEV045050,ADDR3979255617,92,SBI,SBI0442779,active
ACC0046807,+919074497633,DEV045051,ADDR2150244236,2499,PNB,PNB0520645,reported
ACC0046808,+917297065350,DEV045052,ADDR635734909,3431,Axis,AXIS0531357,active
ACC0046809,+919825739650,DEV045053,ADDR807285792,2599,SBI,SBI0303448,reported
ACC0046810,+917542614910,DEV045054,ADDR1533819565,1326,Kotak,KOTA0236001,active
ACC0046811,+918407367810,DEV045055,ADDR5528523877,2072,Kotak,KOTA0531555,reported
ACC0046812,+918703209171,DEV045056,ADDR7679292728,1350,PNB,PNB0286905,active
ACC0046813,+919472603655,DEV045057,ADDR5345328428,2832,SBI,SBI0984871,active
ACC0046814,+919342138951,DEV007917,ADDR4966682113,2657,SBI,SBI0390015,active
ACC0046815,+917361289311,DEV045058,ADDR5762594490,2292,HDFC,HDFC0543403,active
ACC0046816,+917423404795,DEV045059,ADDR2938393167,1435,SBI,SBI0328709,active
ACC0046817,+917047015898,DEV045060,ADDR6782375023,654,Yes Bank,YES 0133426,active
ACC0046818,+918081274742,DEV045061,ADDR7203622718,2262,SBI,SBI0288990,active
ACC0046819,+919017288415,DEV045062,ADDR2286246657,1250,SBI,SBI0905154,active
ACC0046820,+919749893100,DEV045063,ADDR8576461294,3301,HDFC,HDFC0456640,active
ACC0046821,+918243856720,DEV045064,ADDR4691911696,258,HDFC,HDFC0890142,active
ACC0046822,+919311760197,DEV045065,ADDR5931295821,3093,HDFC,HDFC0870118,active
ACC0046823,+918453975468,DEV045066,ADDR3239178736,2852,Kotak,KOTA0816446,active
ACC0046824,+918018624161,DEV045067,ADDR949171128,1895,Kotak,KOTA0769111,active
ACC0046825,+917457365647,DEV045068,ADDR9145991343,3625,IndusInd,INDU0616855,frozen
ACC0046826,+919192384680,DEV045069,ADDR7412560032,2624,SBI,SBI0669203,frozen
ACC0046827,+917549650075,DEV045070,ADDR6552172648,181,Axis,AXIS0872475,frozen
ACC0046828,+918295436076,DEV045071,ADDR1451774898,1450,Kotak,KOTA0534679,active
ACC0046829,+919989190331,DEV045072,ADDR6504512609,3072,Kotak,KOTA0453372,active
ACC0046830,+918784024504,DEV002330,ADDR552629718,2839,IndusInd,INDU0988588,reported
ACC0046831,+919027940608,DEV045073,ADDR5258800548,610,SBI,SBI0344017,active
ACC0046832,+917259826883,DEV045074,ADDR4876980100,646,Yes Bank,YES 0451499,active
ACC0046833,+917437416695,DEV045075,ADDR621684319,3374,Axis,AXIS0603895,reported
ACC0046834,+918962954687,DEV045076,ADDR6875442605,195,ICICI,ICIC0678439,active
ACC0046835,+919160873749,DEV045077,ADDR9208374106,3467,SBI,SBI0502178,active
ACC0046836,+919408845606,DEV045078,ADDR8353729398,1987,SBI,SBI0539443,active
ACC0046837,+917426202728,DEV045079,ADDR8008369317,2952,IndusInd,INDU0510086,active
ACC0046838,+917994105946,DEV045080,ADDR5387582106,809,HDFC,HDFC0582587,active
ACC0046839,+918535247198,DEV045081,ADDR1147363458,1275,ICICI,ICIC0323809,active
ACC0046840,+919694447178,DEV045082,ADDR5416334980,2667,Axis,AXIS0547241,active
ACC0046841,+918133681387,DEV045083,ADDR6468033182,617,Kotak,KOTA0979528,active
ACC0046842,+917934198068,DEV045084,ADDR7104782582,396,SBI,SBI0916749,active
ACC0046843,+917583974446,DEV045085,ADDR6394330187,2234,PNB,PNB0129486,frozen
ACC0046844,+917306740408,DEV028421,ADDR3095156485,60,SBI,SBI0329553,frozen
ACC0046845,+917341491921,DEV045086,ADDR2125900449,3428,Kotak,KOTA0252260,active
ACC0046846,+919293742407,DEV045087,ADDR3126549911,2476,PNB,PNB0201143,active
ACC0046847,+917315796228,DEV045088,ADDR5801127219,2613,HDFC,HDFC0216612,active
ACC0046848,+917569344923,DEV045089,ADDR9345265461,1842,ICICI,ICIC0769388,active
ACC0046849,+918805858388,DEV045090,ADDR2729880266,2288,Axis,AXIS0809193,reported
ACC0046850,+918248338153,DEV045091,ADDR7855093244,3476,IndusInd,INDU0851750,active
ACC0046851,+917481829130,DEV045092,ADDR3365083126,47,Kotak,KOTA0274476,reported
ACC0046852,+918491175543,DEV045093,ADDR3878488671,925,Kotak,KOTA0390748,active
ACC0046853,+917185569532,DEV045094,ADDR2720433320,2553,SBI,SBI0437160,active
ACC0046854,+918957263414,DEV045095,ADDR8325443040,476,PNB,PNB0689007,active
ACC0046855,+919630939494,DEV045096,ADDR7464551836,917,PNB,PNB0550361,reported
ACC0046856,+918410404702,DEV045097,ADDR5168383422,113,PNB,PNB0186022,active
ACC0046857,+918754611054,DEV045098,ADDR8487756007,229,Yes Bank,YES 0475331,frozen
ACC0046858,+919103257287,DEV045099,ADDR5661478164,1638,IndusInd,INDU0388067,reported
ACC0046859,+918549685640,DEV045100,ADDR5017414680,2419,HDFC,HDFC0605931,active
ACC0046860,+919723554818,DEV045101,ADDR8423492045,394,Axis,AXIS0740957,active
ACC0046861,+919728218301,DEV045102,ADDR2385634148,3587,HDFC,HDFC0706049,active
ACC0046862,+918991521076,DEV045103,ADDR9837120403,2837,HDFC,HDFC0631819,active
ACC0046863,+918836224872,DEV045104,ADDR8681682991,2429,IndusInd,INDU0999327,frozen
ACC0046864,+919441797554,DEV045105,ADDR7963747632,290,HDFC,HDFC0412907,active
ACC0046865,+917298856917,DEV045106,ADDR7603224671,1908,Axis,AXIS0378398,active
ACC0046866,+919957899909,DEV045107,ADDR2109462728,3363,Yes Bank,YES 0822833,active
ACC0046867,+917769319535,DEV045108,ADDR7460158805,891,Kotak,KOTA0844998,active
ACC0046868,+917199038574,DEV045109,ADDR4395286984,1987,SBI,SBI0206212,active
ACC0046869,+917449012580,DEV045110,ADDR5923970494,2072,ICICI,ICIC0671279,active
ACC0046870,+917965815996,DEV045111,ADDR4054742466,2550,PNB,PNB0811338,active
ACC0046871,+918414900890,DEV045112,ADDR9227415521,3354,IndusInd,INDU0464991,active
ACC0046872,+919183759802,DEV045113,ADDR702244634,503,SBI,SBI0169547,reported
ACC0046873,+917926860509,DEV045114,ADDR7731647040,257,HDFC,HDFC0727092,reported
ACC0046874,+918244360211,DEV045115,ADDR5431056939,354,PNB,PNB0723207,active
ACC0046875,+917690883946,DEV045116,ADDR8708130216,997,ICICI,ICIC0531044,active
ACC0046876,+917615515156,DEV045117,ADDR5074174270,1310,Axis,AXIS0637600,active
ACC0046877,+919455838941,DEV045118,ADDR2410023297,3209,Axis,AXIS0313327,active
ACC0046878,+919182788816,DEV045119,ADDR8455464104,1913,Kotak,KOTA0824069,active
ACC0046879,+917615028980,DEV045120,ADDR4751603558,2726,Yes Bank,YES 0266385,active
ACC0046880,+918641620588,DEV045121,ADDR1664834637,2113,HDFC,HDFC0604214,active
ACC0046881,+919922053814,DEV045122,ADDR4331291126,3478,ICICI,ICIC0877987,active
ACC0046882,+919566809619,DEV045123,ADDR1077306394,1223,ICICI,ICIC0539324,active
ACC0046883,+918753595031,DEV045124,ADDR1048198014,2451,HDFC,HDFC0247980,active
ACC0046884,+917415742689,DEV045125,ADDR6231407166,1017,Axis,AXIS0927939,active
ACC0046885,+919548141883,DEV045126,ADDR5981034283,874,HDFC,HDFC0969349,active
ACC0046886,+919806388683,DEV045127,ADDR8594917922,3582,SBI,SBI0972336,active
ACC0046887,+918383757287,DEV045128,ADDR8402128123,116,SBI,SBI0659066,active
ACC0046888,+919688638453,DEV045129,ADDR1354138231,1017,HDFC,HDFC0717157,active
ACC0046889,+917731901186,DEV045130,ADDR6084284644,1427,ICICI,ICIC0762011,active
ACC0046890,+918427892405,DEV045131,ADDR9647381038,529,SBI,SBI0161073,active
ACC0046891,+918097341756,DEV045132,ADDR8547653178,2824,Axis,AXIS0635871,active
ACC0046892,+918608530900,DEV045133,ADDR1695450082,1331,Yes Bank,YES 0250783,active
ACC0046893,+919255864365,DEV045134,ADDR8227744424,1691,ICICI,ICIC0330125,frozen
ACC0046894,+918891745002,DEV045135,ADDR7071208829,1130,Yes Bank,YES 0608529,active
ACC0046895,+917603226665,DEV045136,ADDR8777080006,3258,SBI,SBI0214925,active
ACC0046896,+919180816654,DEV045137,ADDR3469382225,1556,SBI,SBI0128976,active
ACC0046897,+917428341746,DEV045138,ADDR590079482,2880,PNB,PNB0491867,reported
ACC0046898,+917827141889,DEV045139,ADDR8420368106,2287,Kotak,KOTA0720977,active
ACC0046899,+918851873624,DEV045140,ADDR5204517648,3489,HDFC,HDFC0539127,active
ACC0046900,+917548785082,DEV045141,ADDR7541678447,2213,Axis,AXIS0111807,active
ACC0046901,+917632642970,DEV045142,ADDR7457356756,3598,Axis,AXIS0272391,active
ACC0046902,+918890119903,DEV045143,ADDR5929011065,2557,Axis,AXIS0306916,active
ACC0046903,+918820954376,DEV045144,ADDR3258017232,243,IndusInd,INDU0336839,active
ACC0046904,+919004536436,DEV045145,ADDR4361311391,597,HDFC,HDFC0823730,active
ACC0046905,+919476438629,DEV045146,ADDR3430897912,2888,SBI,SBI0736593,active
ACC0046906,+917732828694,DEV045147,ADDR6150663158,196,SBI,SBI0634346,active
ACC0046907,+918920793709,DEV045148,ADDR8644034716,717,SBI,SBI0121305,active
ACC0046908,+919469209006,DEV045149,ADDR5779372088,2892,SBI,SBI0389861,reported
ACC0046909,+917193543355,DEV045150,ADDR6837473942,1314,SBI,SBI0567354,reported
ACC0046910,+919880573897,DEV028929,ADDR4228894687,816,SBI,SBI0842501,active
ACC0046911,+918449715788,DEV045151,ADDR7238507688,746,SBI,SBI0357424,active
ACC0046912,+918103716041,DEV045152,ADDR6407087648,1172,IndusInd,INDU0259738,active
ACC0046913,+917311746249,DEV045153,ADDR2390966857,3063,SBI,SBI0614573,active
ACC0046914,+917907270797,DEV045154,ADDR7189138417,1679,Kotak,KOTA0924851,active
ACC0046915,+917805421640,DEV045155,ADDR62358669,3483,ICICI,ICIC0292380,active
ACC0046916,+917499537617,DEV045156,ADDR2728603441,2623,Yes Bank,YES 0235157,active
ACC0046917,+918887397720,DEV045157,ADDR7795204896,1001,ICICI,ICIC0385908,reported
ACC0046918,+919519033779,DEV045158,ADDR2174945054,622,SBI,SBI0299350,active
ACC0046919,+918213761524,DEV045159,ADDR1098448904,3446,Yes Bank,YES 0832722,frozen
ACC0046920,+918843449530,DEV045160,ADDR4644174797,3296,SBI,SBI0892470,active
ACC0046921,+917658958961,DEV045161,ADDR3978465717,474,SBI,SBI0613209,reported
ACC0046922,+918043231340,DEV045162,ADDR3635210610,1193,SBI,SBI0430966,active
ACC0046923,+919273145035,DEV045163,ADDR165123926,2719,IndusInd,INDU0666611,active
ACC0046924,+918037085175,DEV045164,ADDR5555485328,3587,ICICI,ICIC0879554,reported
ACC0046925,+919937195427,DEV045165,ADDR3486661039,3301,SBI,SBI0847904,frozen
ACC0046926,+918752678441,DEV045166,ADDR229191883,1063,IndusInd,INDU0853093,frozen
ACC0046927,+919717676087,DEV045167,ADDR8684335262,3276,Kotak,KOTA0202629,active
ACC0046928,+917879799186,DEV045168,ADDR8320029249,2656,PNB,PNB0207604,active
ACC0046929,+918757980702,DEV045169,ADDR9455961033,1704,SBI,SBI0546707,active
ACC0046930,+919482054166,DEV045170,ADDR379171106,1393,HDFC,HDFC0240484,reported
ACC0046931,+917009900447,DEV045171,ADDR5413754121,2973,Axis,AXIS0460640,active
ACC0046932,+918472083149,DEV045172,ADDR1051922840,3058,SBI,SBI0701193,active
ACC0046933,+917005615621,DEV045173,ADDR7520523627,3339,IndusInd,INDU0509522,active
ACC0046934,+919085902816,DEV045174,ADDR4067377800,1703,IndusInd,INDU0880694,active
ACC0046935,+917942172416,DEV045175,ADDR6850401589,995,SBI,SBI0744176,active
ACC0046936,+917287194788,DEV045176,ADDR3085930111,3181,IndusInd,INDU0980218,active
ACC0046937,+918331391655,DEV045177,ADDR6716370976,1126,Yes Bank,YES 0880825,reported
ACC0046938,+918167107838,DEV045178,ADDR6025894714,2759,Axis,AXIS0987489,active
ACC0046939,+917402708967,DEV045179,ADDR8888065879,1873,Yes Bank,YES 0567903,active
ACC0046940,+917606366631,DEV045180,ADDR846588277,2151,IndusInd,INDU0167783,active
ACC0046941,+917106704315,DEV045181,ADDR9071371771,788,PNB,PNB0627990,active
ACC0046942,+918252416159,DEV045182,ADDR6512167963,934,Yes Bank,YES 0486206,reported
ACC0046943,+918885644379,DEV045183,ADDR6461139772,2392,ICICI,ICIC0173933,frozen
ACC0046944,+918280899539,DEV045184,ADDR4044903126,970,SBI,SBI0224792,frozen
ACC0046945,+918732234419,DEV045185,ADDR2672558580,2452,SBI,SBI0381444,active
ACC0046946,+918070984194,DEV045186,ADDR569089496,3618,Kotak,KOTA0802319,active
ACC0046947,+919554982575,DEV045187,ADDR6403207475,328,IndusInd,INDU0563204,active
ACC0046948,+918415739620,DEV006677,ADDR1477308372,3379,Axis,AXIS0563007,active
ACC0046949,+917776688815,DEV045188,ADDR4766900424,651,IndusInd,INDU0588331,active
ACC0046950,+918100060945,DEV045189,ADDR9529256878,531,IndusInd,INDU0974910,active
ACC0046951,+918733202690,DEV045190,ADDR1995128626,3049,IndusInd,INDU0224993,active
ACC0046952,+919710059139,DEV045191,ADDR1480662323,768,ICICI,ICIC0502480,reported
ACC0046953,+919789468594,DEV045192,ADDR1722673168,2374,Yes Bank,YES 0312399,reported
ACC0046954,+918659969680,DEV045193,ADDR6298763676,416,SBI,SBI0221950,frozen
ACC0046955,+917820467588,DEV045194,ADDR8761300085,343,Axis,AXIS0821297,active
ACC0046956,+917619093075,DEV045195,ADDR960499295,758,Axis,AXIS0431238,active
ACC0046957,+917363920225,DEV045196,ADDR4694321267,1914,SBI,SBI0745356,active
ACC0046958,+918675089509,DEV045197,ADDR4846745509,1080,SBI,SBI0307998,reported
ACC0046959,+917084319450,DEV045198,ADDR555176496,838,PNB,PNB0649045,active
ACC0046960,+917896176845,DEV045199,ADDR2067438465,3062,SBI,SBI0152903,active
ACC0046961,+919156062195,DEV045200,ADDR3458051191,659,IndusInd,INDU0722769,active
ACC0046962,+917012695416,DEV045201,ADDR755503051,374,SBI,SBI0932663,active
ACC0046963,+919223413579,DEV045202,ADDR9746629402,429,SBI,SBI0521061,active
ACC0046964,+917003386413,DEV045203,ADDR3434663033,3223,Yes Bank,YES 0249241,active
ACC0046965,+918915616481,DEV045204,ADDR6000741236,1752,HDFC,HDFC0782300,active
ACC0046966,+917931195104,DEV045205,ADDR8636348229,3548,PNB,PNB0871446,active
ACC0046967,+918690789271,DEV045206,ADDR4297941036,2952,ICICI,ICIC0587197,active
ACC0046968,+919752207672,DEV045207,ADDR4296099560,1049,HDFC,HDFC0636288,active
ACC0046969,+919850114920,DEV045208,ADDR3130456647,2892,IndusInd,INDU0887475,frozen
ACC0046970,+918380817457,DEV045209,ADDR4516003806,1681,IndusInd,INDU0513589,reported
ACC0046971,+917426433723,DEV045210,ADDR1905969123,2057,Kotak,KOTA0918807,active
ACC0046972,+917361819099,DEV033047,ADDR5329941029,1946,HDFC,HDFC0216696,active
ACC0046973,+917902488002,DEV045211,ADDR4489103697,2775,Axis,AXIS0197963,active
ACC0046974,+917839666465,DEV045212,ADDR6103146317,774,Axis,AXIS0643653,active
ACC0046975,+917685832786,DEV045213,ADDR1043146533,245,Axis,AXIS0883424,active
ACC0046976,+918974312928,DEV045214,ADDR9761387033,2678,ICICI,ICIC0701612,active
ACC0046977,+918141871059,DEV045215,ADDR4862867226,3483,PNB,PNB0168672,reported
ACC0046978,+918137273368,DEV045216,ADDR8912658692,2129,PNB,PNB0693496,active
ACC0046979,+919600136931,DEV045217,ADDR7856317738,455,Kotak,KOTA0272740,frozen
ACC0046980,+919019509156,DEV045218,ADDR7007603316,436,Kotak,KOTA0685681,active
ACC0046981,+919748119243,DEV045219,ADDR5714962691,2001,SBI,SBI0341708,frozen
ACC0046982,+918595543120,DEV045220,ADDR6483428355,3273,Axis,AXIS0819627,reported
ACC0046983,+917168825959,DEV045221,ADDR1297900912,2251,Yes Bank,YES 0849649,active
ACC0046984,+917513581703,DEV045222,ADDR4355430708,1123,Kotak,KOTA0394122,frozen
ACC0046985,+918310214700,DEV045223,ADDR2188945065,2277,SBI,SBI0910396,active
ACC0046986,+919249824190,DEV045224,ADDR8966790833,595,Kotak,KOTA0907490,active
ACC0046987,+917800214626,DEV045225,ADDR1092453470,1764,SBI,SBI0846591,active
ACC0046988,+917390572781,DEV045226,ADDR5236494387,3584,IndusInd,INDU0817508,active
ACC0046989,+919150000120,DEV045227,ADDR5220704010,2308,Axis,AXIS0381535,active
ACC0046990,+919292687463,DEV045228,ADDR6060175164,402,Yes Bank,YES 0138444,active
ACC0046991,+917173095101,DEV045229,ADDR6677729301,759,PNB,PNB0978017,active
ACC0046992,+919989795220,DEV045230,ADDR9348964266,246,Kotak,KOTA0236947,reported
ACC0046993,+919434871357,DEV045231,ADDR1022686994,1485,PNB,PNB0554766,active
ACC0046994,+918892262868,DEV045232,ADDR1662111240,889,HDFC,HDFC0772265,active
ACC0046995,+919629571300,DEV010955,ADDR690228490,3576,SBI,SBI0848134,active
ACC0046996,+917150407521,DEV045233,ADDR9688325183,1185,SBI,SBI0960931,active
ACC0046997,+919727072514,DEV045234,ADDR1035318901,156,SBI,SBI0147654,active
ACC0046998,+917287774206,DEV045235,ADDR6366765161,1600,Kotak,KOTA0800606,reported
ACC0046999,+918158840060,DEV045236,ADDR1137380835,2699,ICICI,ICIC0637756,active
ACC0047000,+918046277700,DEV045237,ADDR1718737818,2510,Kotak,KOTA0335614,active
ACC0047001,+919118576763,DEV045238,ADDR7424731726,3566,PNB,PNB0449049,active
ACC0047002,+918065891900,DEV045239,ADDR2468818642,1353,Kotak,KOTA0793835,active
ACC0047003,+918559317626,DEV045240,ADDR2485276892,1922,Yes Bank,YES 0682207,active
ACC0047004,+918941368551,DEV045241,ADDR4512366154,2054,IndusInd,INDU0868389,active
ACC0047005,+918157493873,DEV045242,ADDR9398786560,117,SBI,SBI0668518,active
ACC0047006,+917055473992,DEV045243,ADDR1850958541,51,HDFC,HDFC0882763,frozen
ACC0047007,+917047117487,DEV045244,ADDR455008800,2911,HDFC,HDFC0694092,active
ACC0047008,+919732439461,DEV045245,ADDR6111844879,1423,SBI,SBI0587125,active
ACC0047009,+917433071864,DEV045246,ADDR4679311000,2521,Axis,AXIS0395795,frozen
ACC0047010,+917571443847,DEV045247,ADDR3821080635,3450,IndusInd,INDU0764973,active
ACC0047011,+917670301422,DEV045248,ADDR1651101867,915,SBI,SBI0771084,active
ACC0047012,+918841438315,DEV038607,ADDR3193634064,2834,Yes Bank,YES 0322635,active
ACC0047013,+917970325518,DEV045249,ADDR1710694624,803,Yes Bank,YES 0492904,active
ACC0047014,+917998399083,DEV045250,ADDR4683611411,2711,SBI,SBI0776926,active
ACC0047015,+919872898022,DEV045251,ADDR8487131062,608,SBI,SBI0420222,active
ACC0047016,+917208000317,DEV045252,ADDR6658622408,1132,SBI,SBI0163725,reported
ACC0047017,+917111623035,DEV045253,ADDR4666903435,1732,IndusInd,INDU0992609,frozen
ACC0047018,+917328910668,DEV045254,ADDR5079649330,1797,Kotak,KOTA0910670,active
ACC0047019,+919587478640,DEV045255,ADDR4117067775,139,Axis,AXIS0633800,reported
ACC0047020,+917705595972,DEV045256,ADDR1657677521,3087,Axis,AXIS0932761,active
ACC0047021,+919534999805,DEV045257,ADDR8144004970,51,HDFC,HDFC0430348,reported
ACC0047022,+919399974599,DEV045258,ADDR2001927988,3216,Axis,AXIS0912607,reported
ACC0047023,+919268118158,DEV045259,ADDR1575471249,776,SBI,SBI0675239,active
ACC0047024,+917183357410,DEV045260,ADDR5194557311,2602,Axis,AXIS0404276,active
ACC0047025,+919676114872,DEV045261,ADDR7811004055,2605,SBI,SBI0266881,active
ACC0047026,+917613430607,DEV045262,ADDR3430089255,1682,SBI,SBI0988368,active
ACC0047027,+919365908658,DEV045263,ADDR3855350763,1975,IndusInd,INDU0101493,active
ACC0047028,+919203706952,DEV045264,ADDR9221391246,294,HDFC,HDFC0414095,active
ACC0047029,+919966738724,DEV045265,ADDR2750719667,3291,Axis,AXIS0740659,active
ACC0047030,+917557351534,DEV045266,ADDR2725799315,462,PNB,PNB0898319,active
ACC0047031,+917158742827,DEV045267,ADDR4378480634,2412,PNB,PNB0480002,active
ACC0047032,+917168872514,DEV045268,ADDR9472208719,31,Kotak,KOTA0759062,frozen
ACC0047033,+918537400508,DEV045269,ADDR197317212,2729,IndusInd,INDU0363235,reported
ACC0047034,+918410199220,DEV045270,ADDR2081076867,1330,ICICI,ICIC0746698,active
ACC0047035,+917104030811,DEV045271,ADDR7900887208,1773,SBI,SBI0287891,active
ACC0047036,+919333896993,DEV045272,ADDR4701193604,114,PNB,PNB0628175,frozen
ACC0047037,+918515540981,DEV045273,ADDR4100996402,822,ICICI,ICIC0619424,active
ACC0047038,+918695998075,DEV045274,ADDR7263650625,1604,HDFC,HDFC0507512,active
ACC0047039,+919634824808,DEV045275,ADDR8528052514,2627,ICICI,ICIC0590347,reported
ACC0047040,+917392144521,DEV045276,ADDR5717034068,2193,HDFC,HDFC0802264,active
ACC0047041,+919150981126,DEV045277,ADDR8368723623,973,Kotak,KOTA0455496,frozen
ACC0047042,+918881370828,DEV045278,ADDR1997725828,2187,SBI,SBI0554536,frozen
ACC0047043,+919908067502,DEV045279,ADDR3284093885,837,ICICI,ICIC0573157,active
ACC0047044,+918579512802,DEV045280,ADDR5001890150,2040,HDFC,HDFC0431174,active
